id,host_id,host_since,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews_ltm,last_review,review_scores_rating,license,bedrooms,amenities_count
10291152,52941218,2016-01-01,f,6e Arrondissement,45.76483,4.84752,Entire home/apt,4,1.0,190.0,1,1125,347,3,2024-06-23,4.74,licensed,2.0,31
10305185,53022409,2016-01-02,t,7e Arrondissement,45.74723,4.84685,Private room,2,1.0,66.0,2,1125,53,42,2024-09-10,4.95,Unlicensed,1.0,49
10322584,33490883,2015-05-16,f,8e Arrondissement,45.74034,4.86741,Private room,2,1.0,45.0,1,30,255,0,2021-06-22,4.93,Unlicensed,1.0,14
10377558,53418742,2016-01-05,t,3e Arrondissement,45.75252,4.87219,Entire home/apt,7,2.0,186.0,2,1125,32,9,2024-08-21,4.93,licensed,4.0,60
10384126,53455173,2016-01-05,f,7e Arrondissement,45.74766,4.85781,Entire home/apt,2,1.0,25.0,365,1125,0,0,2016-01-15,5.0,Unlicensed,1.0,12
10400496,36649553,2015-06-24,f,7e Arrondissement,45.74986,4.84159,Entire home/apt,2,1.0,40.0,365,1125,0,0,2016-05-08,4.8,Unlicensed,1.0,13
10420548,53669555,2016-01-07,f,4e Arrondissement,45.77617,4.83954,Entire home/apt,4,1.0,81.0,365,1125,0,0,2016-02-25,5.0,Unlicensed,1.0,12
10433635,49843958,2015-11-25,f,2e Arrondissement,45.76467,4.83573,Entire home/apt,2,1.0,55.0,30,30,0,0,2020-08-16,4.87,Mobility lease only,1.0,28
10441439,28439302,2015-02-27,f,5e Arrondissement,45.75529,4.7902,Entire home/apt,2,1.0,79.0,1,1125,328,37,2024-08-25,4.41,Exempt,1.0,16
10471570,26782590,2015-01-27,f,5e Arrondissement,45.76236,4.82889,Entire home/apt,4,1.0,146.0,2,28,93,58,2024-08-25,4.88,licensed,2.0,32
10497367,7202933,2013-06-30,f,5e Arrondissement,45.76242,4.82731,Entire home/apt,4,1.0,45.0,365,1125,0,0,2016-07-24,4.0,Unlicensed,1.0,10
10555411,54442648,2016-01-13,f,6e Arrondissement,45.77411,4.8513,Entire home/apt,8,3.0,80.0,3,1125,0,0,2020-08-17,4.94,licensed,5.0,32
10621568,54820172,2016-01-16,t,1er Arrondissement,45.76536,4.83034,Entire home/apt,2,1.0,130.0,3,1125,114,24,2024-09-07,4.97,licensed,1.0,38
10641116,13003443,2014-03-10,f,3e Arrondissement,45.756401,4.875713,Private room,2,1.0,69.0,1,120,0,0,2016-04-06,4.0,Unlicensed,1.0,31
10654876,51250642,2015-12-13,f,1er Arrondissement,45.77366,4.82733,Entire home/apt,6,1.0,80.0,2,1125,0,0,2017-12-30,5.0,licensed,3.0,30
10690783,19409553,2014-08-03,f,7e Arrondissement,45.74905,4.84194,Entire home/apt,2,1.0,40.0,365,1125,0,0,2017-12-10,4.71,Unlicensed,1.0,11
10713156,41291897,2015-08-12,f,5e Arrondissement,45.75523,4.79672,Entire home/apt,4,1.0,59.0,1,1125,255,0,2022-08-04,4.92,licensed,2.0,27
10756347,55623326,2016-01-22,t,2e Arrondissement,45.748,4.81941,Private room,3,1.0,58.0,2,1125,281,103,2024-09-04,4.96,Unlicensed,1.0,51
10762923,55660640,2016-01-22,f,3e Arrondissement,45.75771,4.84946,Entire home/apt,2,1.0,50.0,365,1125,0,0,2016-10-24,4.25,Unlicensed,1.0,9
10793784,15327197,2014-05-10,t,2e Arrondissement,45.7636966,4.8334809000000405,Entire home/apt,2,1.0,65.0,1,1125,159,7,2024-06-14,4.51,licensed,0.0,25
10798895,55889541,2016-01-24,t,2e Arrondissement,45.75336,4.82732,Entire home/apt,5,2.0,125.0,2,1125,34,9,2024-05-10,4.97,licensed,2.0,30
10800889,54946225,2016-01-17,f,6e Arrondissement,45.78413,4.8494,Entire home/apt,6,2.0,250.0,2,730,301,12,2024-08-10,4.95,licensed,3.0,34
10850835,56149773,2016-01-26,t,1er Arrondissement,45.76757,4.83069,Entire home/apt,4,1.0,89.0,3,1125,238,24,2024-08-30,4.93,licensed,1.0,42
10856410,56149773,2016-01-26,t,1er Arrondissement,45.76723,4.83078,Entire home/apt,3,1.0,89.0,3,1125,148,24,2024-09-05,4.89,licensed,2.0,49
10871770,3914214,2012-10-18,f,4e Arrondissement,45.77884,4.83385,Entire home/apt,3,1.0,35.0,365,1125,0,0,2016-06-27,4.4,Unlicensed,1.0,7
10890112,10758726,2013-12-22,f,5e Arrondissement,45.75036,4.81863,Entire home/apt,8,3.0,575.0,2,1125,203,3,2024-04-01,4.85,licensed,4.0,30
10891999,56149773,2016-01-26,t,1er Arrondissement,45.76725,4.83086,Entire home/apt,6,1.0,115.0,3,365,184,47,2024-09-03,4.91,licensed,2.0,52
10892066,56444591,2016-01-28,f,1er Arrondissement,45.7685,4.8348,Entire home/apt,4,1.0,58.0,28,1125,355,1,2024-06-07,4.9,licensed,1.0,37
10937072,8135945,2013-08-13,t,4e Arrondissement,45.77494,4.82955,Private room,1,1.0,38.0,2,1125,340,19,2024-08-09,4.72,Unlicensed,1.0,16
10975427,16521845,2014-06-08,t,5e Arrondissement,45.76476591702144,4.828121066093445,Entire home/apt,4,1.0,109.0,4,1125,278,35,2024-09-09,4.93,licensed,1.0,45
10985855,34372751,2015-05-27,f,3e Arrondissement,45.74795,4.86805,Entire home/apt,3,1.0,50.0,365,1125,0,0,2016-03-16,4.5,Unlicensed,1.0,9
11000225,30156590,2015-03-28,f,7e Arrondissement,45.74761,4.84295,Entire home/apt,4,1.0,40.0,365,1125,0,0,2016-05-29,4.0,Unlicensed,1.0,8
11035529,54836838,2016-01-16,f,5e Arrondissement,45.76589,4.82011,Entire home/apt,4,1.0,50.0,365,1125,0,0,2017-11-25,4.75,Unlicensed,1.0,8
11121186,5931758,2013-04-15,t,1er Arrondissement,45.7691112,4.8354594,Entire home/apt,4,1.0,160.0,1,1125,333,26,2024-09-11,4.86,licensed,2.0,21
11128999,57834130,2016-02-08,f,3e Arrondissement,45.75841,4.86534,Private room,1,1.0,43.0,1,29,80,2,2023-10-08,4.22,Unlicensed,1.0,49
11129639,48164226,2015-11-04,f,3e Arrondissement,45.76231,4.86754,Entire home/apt,6,2.0,128.0,3,1125,0,0,2023-04-18,4.96,licensed,3.0,39
11156571,58016094,2016-02-09,f,1er Arrondissement,45.76592,4.83575,Private room,2,1.0,50.0,4,1125,0,0,2017-06-09,4.57,Unlicensed,1.0,9
11168806,13551349,2014-03-26,f,6e Arrondissement,45.76794,4.85921,Entire home/apt,1,1.0,36.0,365,1125,303,74,2024-09-09,4.43,licensed,0.0,29
11217890,58442725,2016-02-12,f,6e Arrondissement,45.77111,4.84667,Entire home/apt,4,1.0,130.0,365,1125,0,0,2016-02-19,5.0,Unlicensed,2.0,10
11234156,58566967,2016-02-13,f,7e Arrondissement,45.74777,4.84931,Entire home/apt,4,1.0,62.0,365,1125,358,0,2019-12-08,4.64,Unlicensed,1.0,10
11294482,59017107,2016-02-16,f,5e Arrondissement,45.75073,4.81747,Entire home/apt,4,1.0,67.0,2,15,111,8,2024-08-26,4.74,licensed,1.0,35
11312511,2228048,2012-04-26,t,9e Arrondissement,45.77344,4.81041,Entire home/apt,2,1.0,66.0,1,1125,150,21,2024-08-14,4.8,licensed,0.0,25
11327627,19161807,2014-07-30,f,5e Arrondissement,45.75834,4.82439,Entire home/apt,4,1.0,85.0,365,1125,43,0,2016-07-09,4.0,Unlicensed,1.0,13
11330362,59289612,2016-02-18,f,5e Arrondissement,45.75317,4.79439,Entire home/apt,3,1.0,90.0,3,1125,364,3,2023-12-23,4.73,licensed,2.0,28
11332973,13989160,2014-04-07,f,6e Arrondissement,45.77135,4.84063,Entire home/apt,2,1.0,49.0,365,1125,0,0,2018-01-02,4.75,Unlicensed,1.0,11
11333293,29992926,2015-03-25,f,7e Arrondissement,45.73636,4.83028,Private room,1,1.0,45.0,2,15,0,0,2018-12-08,4.67,Unlicensed,1.0,18
11333772,21346140,2014-09-15,f,7e Arrondissement,45.74701,4.8414,Entire home/apt,3,1.0,39.0,6,30,0,0,2023-08-15,4.73,licensed,1.0,26
11384137,53748733,2016-01-07,f,6e Arrondissement,45.76536,4.8561,Private room,1,1.0,27.0,4,1125,0,0,2016-03-19,4.0,Unlicensed,1.0,10
11384674,53748733,2016-01-07,f,6e Arrondissement,45.76499,4.85654,Private room,1,1.0,27.0,4,1125,0,0,2016-03-25,4.0,Unlicensed,1.0,9
11392432,18669527,2014-07-22,f,3e Arrondissement,45.75521,4.86945,Entire home/apt,4,1.0,70.0,2,120,0,5,2023-10-27,4.58,licensed,1.0,61
11401000,59843263,2016-02-22,f,2e Arrondissement,45.74585,4.8231,Entire home/apt,4,1.0,63.0,365,1125,0,0,2020-01-01,4.74,Unlicensed,1.0,10
11404660,59867034,2016-02-22,f,7e Arrondissement,45.75232,4.85064,Entire home/apt,2,1.0,40.0,365,1125,0,0,2017-12-10,4.43,Unlicensed,1.0,10
11405652,32663263,2015-05-05,f,6e Arrondissement,45.76903,4.85892,Private room,1,1.0,29.0,1,75,0,0,2016-05-29,4.0,Unlicensed,1.0,8
11432401,49417223,2015-11-19,f,9e Arrondissement,45.76655,4.81334,Entire home/apt,2,1.0,98.0,2,30,135,17,2024-09-08,4.96,licensed,1.0,38
11455773,16620541,2014-06-10,f,3e Arrondissement,45.75358,4.85511,Entire home/apt,2,1.0,35.0,365,1125,0,0,2016-05-17,4.33,Unlicensed,1.0,9
11467499,33082390,2015-05-11,t,6e Arrondissement,45.77039,4.86176,Entire home/apt,6,1.0,120.0,2,1125,3,16,2024-08-18,4.91,licensed,2.0,58
11518872,56026231,2016-01-25,f,3e Arrondissement,45.74874,4.8779,Entire home/apt,2,1.0,50.0,365,1125,0,0,2016-12-30,4.87,Unlicensed,1.0,8
11523930,7750605,2013-07-27,f,3e Arrondissement,45.76015,4.84461,Private room,1,1.0,28.0,5,1125,0,0,2017-07-22,4.0,Unlicensed,1.0,17
11524612,17304364,2014-06-26,f,3e Arrondissement,45.75506,4.86785,Private room,2,1.0,40.0,1,1125,0,0,2016-04-08,5.0,Unlicensed,1.0,12
11530727,60811646,2016-02-28,f,2e Arrondissement,45.76369,4.83598,Entire home/apt,2,1.0,65.0,10,730,363,5,2024-07-12,4.86,licensed,1.0,49
11542430,41814540,2015-08-18,f,5e Arrondissement,45.76214,4.82599,Entire home/apt,2,1.0,99.0,1,7,0,9,2024-05-05,4.73,licensed,1.0,7
11558318,40178506,2015-08-01,f,7e Arrondissement,45.75345,4.83964,Entire home/apt,2,1.0,30.0,365,1125,0,0,2016-06-22,5.0,Unlicensed,1.0,8
11568877,61105469,2016-03-01,f,1er Arrondissement,45.76665,4.83533,Private room,2,1.0,30.0,1,1125,0,0,2016-06-27,5.0,Unlicensed,1.0,11
11580008,55687,2009-11-19,t,7e Arrondissement,45.74589,4.83635,Entire home/apt,2,1.0,90.0,4,365,199,6,2024-09-01,5.0,licensed,1.0,48
11593593,61279554,2016-03-02,f,2e Arrondissement,45.75713,4.83258,Entire home/apt,2,1.0,150.0,365,1125,0,0,2019-07-15,4.15,Unlicensed,1.0,6
11594985,7212199,2013-07-01,f,5e Arrondissement,45.76285,4.82836,Entire home/apt,6,1.0,100.0,3,1125,99,6,2024-08-18,4.62,licensed,2.0,33
11607226,61431753,2016-03-03,f,7e Arrondissement,45.74727,4.84597,Entire home/apt,2,1.0,40.0,365,1125,0,0,2016-07-09,4.78,Unlicensed,1.0,12
11616540,48875694,2015-11-12,f,6e Arrondissement,45.76604,4.85451,Entire home/apt,4,1.0,49.0,365,1125,0,0,2016-06-27,4.0,Unlicensed,1.0,9
11624595,52881051,2015-12-31,f,3e Arrondissement,45.75381,4.8516,Private room,2,1.0,30.0,1,1125,0,0,2016-03-17,5.0,Unlicensed,1.0,10
11655509,17958762,2014-07-11,t,5e Arrondissement,45.75996780395508,4.827092170715332,Entire home/apt,4,1.0,186.0,5,10,11,1,2024-07-01,5.0,licensed,2.0,41
11655659,47400022,2015-10-25,f,7e Arrondissement,45.75199,4.84893,Entire home/apt,2,1.0,40.0,365,1125,0,0,2016-04-09,5.0,Unlicensed,1.0,11
11668679,20148769,2014-08-17,f,8e Arrondissement,45.74276,4.8636,Entire home/apt,4,1.0,42.0,365,1125,0,0,2016-12-04,4.9,Mobility lease only,1.0,12
11695468,57424127,2016-02-04,f,2e Arrondissement,45.75919,4.83314,Entire home/apt,5,1.0,115.0,365,1125,0,0,2019-07-18,4.94,Unlicensed,1.0,18
11752797,62417570,2016-03-10,f,9e Arrondissement,45.77587,4.80306,Entire home/apt,4,1.0,60.0,365,1125,0,0,2019-07-07,4.91,Unlicensed,2.0,25
11763623,52388926,2015-12-27,f,3e Arrondissement,45.75717,4.84587,Entire home/apt,4,1.0,40.0,365,1125,0,0,2016-06-17,4.5,Unlicensed,1.0,12
11766274,62626527,2016-03-12,t,4e Arrondissement,45.77687151130487,4.824071695770269,Entire home/apt,10,2.0,423.0,1,1125,182,19,2024-08-10,4.81,licensed,4.0,53
11784464,38285585,2015-07-12,f,7e Arrondissement,45.75004,4.8444,Entire home/apt,2,1.0,40.0,4,1125,0,0,2019-04-26,4.82,licensed,1.0,16
11784602,12045515,2014-02-08,f,3e Arrondissement,45.74411,4.88718,Entire home/apt,3,1.0,85.0,3,31,356,11,2024-06-05,4.77,Unlicensed,2.0,1
11847358,63132499,2016-03-15,f,1er Arrondissement,45.76595,4.83619,Entire home/apt,4,1.0,45.0,365,1125,0,0,2019-04-21,4.79,Unlicensed,1.0,9
11877938,252156436,2019-03-30,f,3e Arrondissement,45.75605,4.86763,Entire home/apt,2,1.0,55.0,4,1125,0,0,2022-08-28,4.65,licensed,1.0,20
11885082,63375610,2016-03-17,f,9e Arrondissement,45.77365,4.80229,Entire home/apt,3,1.0,76.0,3,90,320,7,2024-07-02,4.67,licensed,1.0,30
11920415,16773742,2014-06-14,f,7e Arrondissement,45.75201,4.84178,Private room,2,1.0,16.0,1,1125,0,0,2016-04-11,4.5,Unlicensed,1.0,9
11941461,46629565,2015-10-15,t,8e Arrondissement,45.73748362313978,4.861617310459391,Entire home/apt,2,1.0,70.0,30,360,364,0,2017-09-12,4.53,Mobility lease only,1.0,12
11942310,63758374,2016-03-20,f,9e Arrondissement,45.77392,4.80596,Private room,2,1.0,35.0,1,1125,0,0,2017-02-20,4.55,Unlicensed,1.0,11
11942990,18135906,2014-07-15,f,1er Arrondissement,45.7723,4.823,Entire home/apt,2,1.0,40.0,2,1125,0,0,2021-12-11,4.85,licensed,1.0,42
11954179,63571819,2016-03-19,f,6e Arrondissement,45.76705,4.85745,Private room,2,1.0,30.0,2,1125,0,0,2016-08-13,5.0,Unlicensed,1.0,9
11956709,63859571,2016-03-21,f,2e Arrondissement,45.75298,4.83317,Entire home/apt,4,1.0,55.0,365,1125,0,0,2016-05-16,4.5,Unlicensed,2.0,14
11986877,64069049,2016-03-22,f,4e Arrondissement,45.77708,4.83253,Entire home/apt,6,1.0,70.0,365,1125,0,0,2016-07-10,4.0,Unlicensed,3.0,7
12002517,37391093,2015-07-03,f,2e Arrondissement,45.76192,4.83401,Entire home/apt,5,1.0,253.0,1,365,155,2,2024-07-26,4.91,licensed,1.0,31
12002917,37391093,2015-07-03,f,2e Arrondissement,45.76226,4.83375,Entire home/apt,2,1.0,180.0,2,365,326,0,2022-11-14,5.0,licensed,1.0,33
12004544,64194320,2016-03-23,t,3e Arrondissement,45.75234,4.88105,Private room,1,1.0,41.0,4,60,66,4,2024-06-07,4.87,Unlicensed,1.0,32
12020959,63595124,2016-03-19,f,3e Arrondissement,45.75023,4.88495,Entire home/apt,6,2.0,155.0,2,30,13,3,2024-02-09,4.8,licensed,3.0,58
12033555,13730468,2014-03-31,t,5e Arrondissement,45.7589,4.82565,Entire home/apt,2,1.0,82.0,3,30,4,38,2024-08-07,4.9,licensed,1.0,39
12047379,64509369,2016-03-26,f,7e Arrondissement,45.74065,4.8543,Entire home/apt,4,1.0,90.0,2,7,3,2,2023-12-10,4.94,licensed,1.0,53
12061646,64613361,2016-03-27,f,3e Arrondissement,45.75568,4.84557,Entire home/apt,2,1.0,31.0,365,1125,0,0,2016-05-17,5.0,Unlicensed,1.0,21
12084438,5117719,2013-02-17,f,7e Arrondissement,45.73669,4.83803,Entire home/apt,6,1.0,90.0,12,1124,325,5,2024-08-19,4.63,licensed,2.0,45
12093055,16329656,2014-06-03,f,1er Arrondissement,45.76799,4.82086,Entire home/apt,4,1.0,139.0,2,1125,51,79,2024-09-01,4.86,licensed,2.0,50
12120578,65023804,2016-03-30,f,3e Arrondissement,45.7534,4.8748,Entire home/apt,6,1.0,119.0,365,1125,0,0,2017-04-20,4.56,Unlicensed,3.0,15
12129420,65089994,2016-03-30,f,1er Arrondissement,45.77239,4.83407,Entire home/apt,2,1.0,41.0,365,1125,0,0,2016-05-30,4.5,Unlicensed,1.0,9
12144991,63372793,2016-03-17,f,5e Arrondissement,45.75561,4.80111,Entire home/apt,2,1.0,35.0,1,1125,0,0,2019-09-29,4.76,licensed,1.0,28
12164384,14245318,2014-04-13,t,6e Arrondissement,45.76924,4.85478,Entire home/apt,5,1.0,125.0,2,20,4,18,2024-08-28,4.84,licensed,2.0,52
12164511,65335772,2016-04-01,t,7e Arrondissement,45.74716,4.83865,Entire home/apt,4,1.0,64.0,3,90,327,18,2024-08-07,4.8,licensed,1.0,40
12165201,47762071,2015-10-30,f,7e Arrondissement,45.75507,4.83901,Private room,2,0.0,14.0,1,1125,0,0,2016-04-14,4.5,Unlicensed,1.0,13
12167041,65353998,2016-04-01,f,8e Arrondissement,45.74103,4.85873,Private room,2,1.0,19.0,1,3,0,0,2017-06-27,4.5,Unlicensed,1.0,13
12167265,65355952,2016-04-01,f,5e Arrondissement,45.7579,4.824,Entire home/apt,4,1.0,59.0,365,1125,0,0,2016-07-31,4.55,Unlicensed,1.0,10
12178292,65436239,2016-04-02,f,3e Arrondissement,45.75659,4.85234,Private room,2,1.0,40.0,1,1125,0,0,2016-06-23,4.2,Unlicensed,1.0,6
12180742,30829459,2015-04-08,f,7e Arrondissement,45.74706,4.8547,Shared room,1,1.0,50.0,1,1125,0,0,2016-07-08,4.0,Unlicensed,1.0,12
12182432,12956917,2014-03-09,f,9e Arrondissement,45.76795,4.80149,Entire home/apt,4,1.0,35.0,365,1125,0,0,2016-07-10,4.5,Unlicensed,1.6666666666666667,13
12195282,65559187,2016-04-03,f,1er Arrondissement,45.76856,4.83647,Entire home/apt,3,1.0,53.0,365,1125,0,0,2018-06-18,4.41,Unlicensed,1.0,11
12203985,28154514,2015-02-22,f,7e Arrondissement,45.7369,4.83748,Entire home/apt,4,1.0,60.0,365,1125,0,0,2019-12-08,5.0,Unlicensed,1.0,12
12219627,49847097,2015-11-25,f,9e Arrondissement,45.77457,4.8025,Entire home/apt,7,2.0,135.0,2,1125,0,0,2021-09-13,4.87,licensed,4.0,25
12220589,65733530,2016-04-04,f,7e Arrondissement,45.74792,4.84182,Entire home/apt,2,1.0,30.0,365,1125,0,0,2016-04-07,5.0,Unlicensed,1.0,9
12223867,39601828,2015-07-26,f,6e Arrondissement,45.76724,4.84239,Entire home/apt,4,1.0,41.0,365,1125,0,0,2016-08-31,4.5,Unlicensed,1.0,7
12228899,41514618,2015-08-15,f,1er Arrondissement,45.76836,4.83224,Entire home/apt,4,1.0,68.0,3,1125,0,0,2021-12-25,4.9,licensed,1.0,31
12240716,46713763,2015-10-16,f,8e Arrondissement,45.73852,4.87707,Entire home/apt,2,1.0,50.0,1,365,0,0,2023-07-13,4.67,licensed,1.0,7
12242483,58133138,2016-02-10,f,3e Arrondissement,45.7594,4.84452,Entire home/apt,2,1.0,125.0,1,1125,19,7,2024-09-07,4.89,licensed,1.0,25
12245590,1558757,2012-01-02,f,1er Arrondissement,45.76927,4.83336,Entire home/apt,2,1.0,51.0,14,1125,268,25,2024-08-28,4.58,licensed,1.0,29
12263858,66047704,2016-04-06,f,7e Arrondissement,45.75373,4.8417,Entire home/apt,4,1.0,45.0,365,1125,0,0,2016-06-24,5.0,Unlicensed,2.0,7
12284704,66067448,2016-04-06,f,1er Arrondissement,45.76848,4.8334,Private room,3,1.0,26.0,1,1125,0,0,2016-05-04,4.33,Unlicensed,1.0,10
12287050,43168306,2015-09-02,f,1er Arrondissement,45.77184,4.82541,Entire home/apt,3,1.0,30.0,365,1125,0,0,2016-04-15,5.0,Unlicensed,1.0,13
12290367,23040853,2014-10-27,f,2e Arrondissement,45.74367,4.81877,Entire home/apt,4,1.0,70.0,2,1125,0,0,2020-03-08,4.94,licensed,1.0,31
12290407,23040853,2014-10-27,f,2e Arrondissement,45.74449,4.81876,Private room,2,1.0,39.0,2,1125,0,0,2019-09-29,4.95,licensed,1.0,33
12305361,66350676,2016-04-08,f,3e Arrondissement,45.75017,4.86799,Private room,2,1.0,22.0,1,1125,0,0,2018-06-21,4.83,Unlicensed,1.0,21
12314633,46960645,2015-10-19,t,6e Arrondissement,45.76876,4.84565,Entire home/apt,2,1.0,68.0,5,1125,266,15,2024-08-01,4.88,licensed,1.0,30
12340468,28978699,2015-03-08,f,9e Arrondissement,45.76665,4.81409,Private room,1,2.0,60.0,1,4,0,4,2023-10-22,4.86,Unlicensed,1.0,34
12351154,15516524,2014-05-14,f,7e Arrondissement,45.75057,4.84979,Entire home/apt,4,1.0,50.0,365,1125,0,0,2016-04-24,5.0,Unlicensed,1.0,14
12354993,66714982,2016-04-11,f,7e Arrondissement,45.749247683080405,4.853047360396967,Entire home/apt,4,1.0,69.0,2,365,29,15,2024-09-10,4.93,licensed,1.0,27
12358114,15220697,2014-05-07,t,1er Arrondissement,45.76593,4.83029,Private room,2,1.0,70.0,1,1,44,80,2024-09-12,4.91,licensed,1.0,19
12374743,60474006,2016-02-26,f,7e Arrondissement,45.7288,4.82972,Private room,2,1.0,22.0,1,7,0,0,2018-12-09,4.76,Unlicensed,1.0,13
12379052,9640173,2013-10-26,f,4e Arrondissement,45.78024,4.82731,Entire home/apt,10,3.0,719.0,3,30,100,6,2024-08-05,4.9,licensed,5.0,86
12383287,369826491,2020-09-29,f,2e Arrondissement,45.75374603271485,4.825384140014648,Entire home/apt,4,1.0,96.0,3,30,83,33,2024-09-11,4.62,licensed,1.0,42
12397961,37230146,2015-07-01,f,5e Arrondissement,45.76121,4.82803,Entire home/apt,2,1.0,69.0,365,1125,0,0,2016-07-07,4.75,Unlicensed,1.0,15
12400720,7751180,2013-07-27,f,3e Arrondissement,45.75535,4.85868,Entire home/apt,2,1.0,28.0,90,300,239,0,2022-08-31,4.95,licensed,1.0,32
12429148,31464737,2015-04-18,f,6e Arrondissement,45.76672,4.84361,Entire home/apt,6,1.0,80.0,365,1125,0,0,2019-01-27,4.68,Unlicensed,2.0,19
12458835,31891045,2015-04-25,f,2e Arrondissement,45.76305,4.83388,Entire home/apt,4,1.0,85.0,365,1125,0,0,2016-07-20,5.0,Unlicensed,2.0,8
12463220,67427042,2016-04-16,t,6e Arrondissement,45.7644431,4.8518123,Private room,1,2.0,43.0,1,365,22,60,2024-09-05,4.89,Unlicensed,1.0,34
12464540,67452613,2016-04-16,t,7e Arrondissement,45.74751,4.8523,Entire home/apt,2,1.0,87.0,3,1125,52,11,2024-06-24,4.94,licensed,1.0,36
12480613,4156965,2012-11-15,f,7e Arrondissement,45.73835,4.83106,Entire home/apt,7,1.0,99.0,28,1124,266,7,2024-08-02,4.55,licensed,3.0,32
12483184,60473475,2016-02-26,t,5e Arrondissement,45.75715,4.80123,Entire home/apt,2,1.0,63.0,4,1125,135,9,2024-04-26,4.95,licensed,1.0,34
12510544,43655247,2015-09-08,f,4e Arrondissement,45.77924,4.83904,Entire home/apt,6,1.0,65.0,365,1125,0,0,2016-06-19,4.0,Unlicensed,2.0,6
12518126,67797314,2016-04-18,f,1er Arrondissement,45.77096,4.83045,Entire home/apt,6,2.0,120.0,365,1125,0,0,2016-07-08,4.11,Unlicensed,2.0,14
12526284,67857109,2016-04-19,f,2e Arrondissement,45.76215,4.83514,Entire home/apt,2,1.0,47.0,365,1125,53,137,2024-08-23,4.37,licensed,1.0,18
12539770,31212881,2015-04-14,f,4e Arrondissement,45.77638,4.83018,Entire home/apt,5,1.0,114.0,4,1125,15,5,2024-08-12,4.95,licensed,3.0,20
12539882,13926902,2014-04-05,f,7e Arrondissement,45.75104,4.85202,Entire home/apt,4,1.0,40.0,365,1125,0,0,2016-12-11,4.5,Unlicensed,1.0,9
12554644,19558504,2014-08-06,f,6e Arrondissement,45.76737,4.84234,Entire home/apt,2,1.0,95.0,2,90,64,33,2024-08-21,4.9,licensed,1.0,38
12591071,30840900,2015-04-08,f,4e Arrondissement,45.77603,4.8301,Private room,2,1.0,40.0,2,1125,1,0,2021-07-25,5.0,Unlicensed,1.0,34
12599023,57321527,2016-02-03,f,6e Arrondissement,45.7683,4.85309,Entire home/apt,4,1.0,45.0,365,1125,0,0,2016-05-12,4.5,Unlicensed,1.0,11
12615797,13186151,2014-03-16,f,2e Arrondissement,45.7618,4.83311,Entire home/apt,3,1.0,85.0,2,30,270,54,2024-09-05,4.71,licensed,1.0,30
12617315,6069421,2013-04-24,f,3e Arrondissement,45.7637,4.86719,Entire home/apt,6,1.0,150.0,1,150,74,1,2023-12-11,4.91,licensed,2.0,27
12617545,37005395,2015-06-29,f,2e Arrondissement,45.7526,4.82681,Entire home/apt,4,1.0,35.0,365,1125,0,0,2016-07-27,5.0,Unlicensed,2.0,12
12625143,47899344,2015-11-01,f,2e Arrondissement,45.76257,4.83354,Private room,2,1.0,47.0,1,15,0,0,2018-12-09,4.94,Unlicensed,2.0,37
12636251,10580068,2013-12-12,f,3e Arrondissement,45.75443,4.86817,Entire home/apt,8,1.0,100.0,365,1125,0,0,2016-12-11,4.25,Unlicensed,3.0,13
12641716,68647872,2016-04-24,f,3e Arrondissement,45.75379,4.85922,Entire home/apt,4,1.0,80.0,365,1125,0,0,2017-11-28,5.0,Unlicensed,1.0,10
12642401,47009419,2015-10-20,t,3e Arrondissement,45.74858,4.8804,Private room,2,1.0,90.0,1,1125,365,7,2024-06-04,4.8,Unlicensed,1.0,56
12670906,22716540,2014-10-19,f,6e Arrondissement,45.77427,4.84646,Entire home/apt,4,1.0,179.0,5,31,105,0,2023-09-04,4.5,licensed,2.0,58
12720824,19765834,2014-08-10,f,7e Arrondissement,45.74531,4.84528,Private room,2,1.0,24.0,1,8,0,0,2016-08-20,4.86,Unlicensed,1.0,12
12747490,66401828,2016-04-09,f,5e Arrondissement,45.75262,4.80242,Entire home/apt,6,1.0,89.0,1,1125,0,3,2023-12-10,4.56,licensed,3.0,26
12756984,47009419,2015-10-20,t,3e Arrondissement,45.74978,4.87808,Entire home/apt,4,1.0,150.0,2,1125,0,2,2024-06-24,4.73,licensed,2.0,55
12769674,69478511,2016-04-29,f,5e Arrondissement,45.75255,4.81175,Entire home/apt,6,1.0,66.0,3,100,0,0,2022-07-28,4.95,licensed,2.0,34
12787037,10491584,2013-12-07,t,4e Arrondissement,45.7798,4.83204,Private room,1,1.0,54.0,5,90,48,8,2024-04-11,4.69,Unlicensed,1.0,38
12789611,69627363,2016-04-30,f,8e Arrondissement,45.73741,4.85606,Entire home/apt,4,1.0,70.0,365,1125,179,0,2021-05-24,4.69,Unlicensed,2.0,39
12789879,69624889,2016-04-30,f,8e Arrondissement,45.74457,4.86645,Entire home/apt,2,1.0,145.0,365,1125,358,0,2016-05-29,4.0,Unlicensed,1.0,11
12792202,32911544,2015-05-08,t,6e Arrondissement,45.76745,4.85002,Entire home/apt,4,1.0,90.0,3,60,0,4,2024-08-08,4.58,licensed,2.0,17
