id,host_id,host_since,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews_ltm,last_review,review_scores_rating,license,bedrooms,amenities_count
831713,4355017,2012-12-08,f,5e Arrondissement,45.75673,4.81539,Entire home/apt,4,1.0,72.0,3,180,309,0,2022-07-10,4.76,licensed,2.0,39
845068,3548058,2012-09-12,f,2e Arrondissement,45.76413,4.83734,Entire home/apt,4,1.0,190.0,15,1124,5,0,2018-10-22,4.38,licensed,2.0,62
877193,4634428,2013-01-08,t,3e Arrondissement,45.75874,4.84776,Entire home/apt,8,2.0,240.0,2,14,3,11,2024-09-01,4.9,licensed,5.0,38
903331,4829230,2013-01-24,f,6e Arrondissement,45.76964,4.85835,Entire home/apt,6,2.0,180.0,4,92,295,1,2023-10-07,4.54,licensed,2.0,48
903333,4829230,2013-01-24,f,6e Arrondissement,45.76758,4.8584,Entire home/apt,6,2.0,85.0,60,365,312,3,2024-09-10,5.0,Mobility lease only,2.0,34
911363,4890321,2013-01-29,t,7e Arrondissement,45.74607,4.84326,Entire home/apt,6,1.0,150.0,2,15,135,14,2024-06-24,4.78,licensed,3.0,37
911577,4156965,2012-11-15,f,7e Arrondissement,45.75158,4.84516,Entire home/apt,4,1.0,58.0,28,1124,227,2,2024-07-28,4.41,licensed,1.0,26
911789,4890321,2013-01-29,t,7e Arrondissement,45.74778,4.84341,Private room,2,1.0,59.0,2,1125,49,0,2022-09-22,4.78,Unlicensed,1.0,24
944927,5117719,2013-02-17,f,8e Arrondissement,45.73959,4.87598,Entire home/apt,2,1.0,60.0,7,1125,197,6,2024-06-24,4.56,licensed,0.0,28
1006613,5536467,2013-03-19,f,3e Arrondissement,45.76143,4.8455,Entire home/apt,6,1.0,299.0,2,1125,122,10,2024-06-03,4.9,licensed,3.0,44
1041201,4154906,2012-11-15,t,1er Arrondissement,45.76914,4.83575,Entire home/apt,2,1.0,109.0,1,15,260,64,2024-08-27,4.9,licensed,1.0,26
1055532,1807311,2012-02-25,f,1er Arrondissement,45.7715,4.83261,Entire home/apt,3,1.0,75.0,14,320,274,0,2022-05-21,4.5,licensed,2.0,8
1114077,4469480,2012-12-22,f,5e Arrondissement,45.75448,4.81607,Entire home/apt,5,1.0,208.0,6,32,213,14,2024-08-25,4.84,licensed,2.0,58
1134118,291015206,2019-09-02,f,2e Arrondissement,45.74888,4.82966,Entire home/apt,4,1.0,78.0,2,1125,320,36,2024-09-08,4.55,licensed,2.0,41
1140466,6254366,2013-05-06,f,7e Arrondissement,45.74831,4.8508,Entire home/apt,2,1.0,44.0,30,1125,12,2,2024-08-31,4.41,Mobility lease only,1.0,34
1143697,6270808,2013-05-07,f,5e Arrondissement,45.74892,4.79114,Entire home/apt,4,2.0,110.0,6,365,105,0,2021-08-14,5.0,Unlicensed,3.0,9
1186824,6489905,2013-05-20,f,1er Arrondissement,45.77181,4.82074,Private room,2,1.0,85.0,5,20,363,1,2023-10-14,5.0,Unlicensed,1.0,9
1187078,3308962,2012-08-19,f,6e Arrondissement,45.7666,4.84657,Entire home/apt,2,1.0,102.0,1,365,0,36,2024-08-21,4.58,licensed,1.0,23
1193019,6520034,2013-05-22,t,3e Arrondissement,45.76025,4.87302,Private room,1,1.0,40.0,3,1125,170,20,2024-08-10,4.9,Unlicensed,1.0,42
1206759,6566071,2013-05-25,f,4e Arrondissement,45.77621,4.83692,Entire home/apt,4,1.0,55.0,7,1125,256,0,2022-12-16,4.16,licensed,1.0,19
1242531,6772488,2013-06-06,t,1er Arrondissement,45.76807,4.82887,Entire home/apt,4,1.0,69.0,3,30,4,28,2024-09-06,4.94,licensed,1.0,53
1259680,6859895,2013-06-11,t,5e Arrondissement,45.75625,4.7962,Entire home/apt,4,1.0,130.0,1,20,348,22,2024-08-17,4.89,licensed,1.0,47
1266483,6894253,2013-06-13,f,2e Arrondissement,45.76104,4.83722,Entire home/apt,2,1.0,82.0,2,1125,169,13,2024-06-23,4.58,licensed,1.0,23
1278641,6958361,2013-06-17,f,9e Arrondissement,45.77886,4.80682,Entire home/apt,2,1.0,89.0,2,1125,354,6,2024-07-19,4.69,licensed,1.0,35
1298216,7047947,2013-06-22,f,2e Arrondissement,45.75621,4.82669,Private room,2,1.0,59.0,2,1125,12,1,2023-10-01,4.75,Unlicensed,1.0,22
56766,269557,2010-10-24,f,5e Arrondissement,45.76312,4.82813,Entire home/apt,5,2.0,130.0,30,1125,104,2,2024-06-30,4.7,Mobility lease only,3.0,45
77104,411285,2011-02-26,f,1er Arrondissement,45.76842,4.82745,Entire home/apt,4,1.0,100.0,2,15,83,3,2024-06-05,4.78,licensed,1.0,25
134539,660135,2011-06-03,f,5e Arrondissement,45.7593,4.82548,Entire home/apt,2,1.0,85.0,2,30,87,6,2024-06-04,4.48,licensed,1.0,26
137132,670404,2011-06-06,f,6e Arrondissement,45.76884460449219,4.854162216186523,Entire home/apt,2,1.0,88.0,365,730,6,0,2019-12-28,4.78,licensed,1.0,30
174304,832917,2011-07-18,t,1er Arrondissement,45.76695,4.83241,Entire home/apt,6,1.0,211.0,2,90,160,39,2024-09-01,4.62,licensed,3.0,51
233372,1221417,2011-09-28,f,5e Arrondissement,45.75935,4.82228,Entire home/apt,2,1.0,56.0,2,365,0,65,2024-09-12,4.66,licensed,1.0,19
249711,1308521,2011-10-18,f,7e Arrondissement,45.75207,4.83978,Entire home/apt,6,1.0,210.0,2,30,360,4,2024-06-24,4.8,licensed,3.0,23
251630,1319577,2011-10-21,t,1er Arrondissement,45.77047,4.834133,Entire home/apt,2,1.0,40.0,21,90,276,7,2024-08-24,5.0,licensed,0.0,40
298089,1221016,2011-09-28,f,3e Arrondissement,45.75775,4.87644,Private room,3,1.0,29.0,5,30,13,2,2023-12-01,4.67,Unlicensed,1.0,54
329950,1683652,2012-02-01,t,3e Arrondissement,45.7467,4.87099,Entire home/apt,6,2.0,75.0,2,12,4,5,2024-08-17,4.79,licensed,2.0,35
342674,1738855,2012-02-12,t,3e Arrondissement,45.75383,4.84758,Entire home/apt,8,1.0,194.0,1,1125,257,39,2024-08-29,4.85,licensed,3.0,62
365998,1848025,2012-03-03,t,1er Arrondissement,45.76983,4.8293,Entire home/apt,2,1.0,83.0,3,10,11,25,2024-06-24,4.88,licensed,1.0,28
369303,1862505,2012-03-05,f,6e Arrondissement,45.76487,4.86761,Entire home/apt,2,1.0,50.0,2,15,248,0,2021-12-11,4.84,Exempt,1.0,20
387453,718463,2011-06-19,f,1er Arrondissement,45.769253,4.829836,Entire home/apt,5,1.0,160.0,2,28,0,5,2024-07-30,4.58,licensed,3.0,56
551810,2711663,2012-06-22,f,2e Arrondissement,45.76489,4.8314,Entire home/apt,3,1.0,139.0,4,1125,111,0,2022-06-11,4.9,licensed,1.0,52
593123,2928155,2012-07-13,f,7e Arrondissement,45.74275,4.83755,Private room,2,1.0,25.0,4,14,0,0,2015-01-16,4.83,Unlicensed,1.0,8
612551,3038226,2012-07-24,t,1er Arrondissement,45.76903,4.83281,Entire home/apt,2,1.0,70.0,4,1125,19,1,2023-12-22,4.47,licensed,1.0,38
626944,1803736,2012-02-24,t,6e Arrondissement,45.76648,4.84947,Entire home/apt,4,1.0,147.0,1,1125,291,21,2024-08-24,4.81,licensed,2.0,56
635954,3165326,2012-08-05,t,5e Arrondissement,45.75793,4.825,Entire home/apt,2,1.0,102.0,365,1125,365,0,2021-07-24,4.64,Unlicensed,2.0,23
695607,3560828,2012-09-13,f,3e Arrondissement,45.74342,4.88471,Entire home/apt,4,1.0,105.0,3,15,0,0,2022-09-21,4.91,licensed,2.0,34
747327,3922797,2012-10-19,t,7e Arrondissement,45.74071,4.84146,Entire home/apt,6,2.0,140.0,3,20,0,10,2024-08-08,4.94,licensed,4.0,43
758266,3994549,2012-10-28,f,2e Arrondissement,45.75293,4.83113,Private room,2,1.0,90.0,1,1125,0,0,2015-08-28,4.85,Unlicensed,1.0,4
768803,2013018,2012-03-26,f,5e Arrondissement,45.7486,4.81133,Entire home/apt,6,1.0,70.0,2,40,89,0,2020-02-19,4.85,Unlicensed,1.0,20
788756,4156965,2012-11-15,f,7e Arrondissement,45.75158,4.84516,Entire home/apt,4,1.0,52.0,28,1125,116,3,2024-06-22,4.39,licensed,0.0,37
788788,4156965,2012-11-15,f,7e Arrondissement,45.73417,4.82761,Entire home/apt,2,1.0,49.0,28,1124,256,0,2021-10-05,4.57,licensed,0.0,32
788841,4156965,2012-11-15,f,7e Arrondissement,45.75158,4.84516,Entire home/apt,2,1.0,49.0,28,1124,169,3,2024-05-21,4.45,licensed,0.0,28
792903,4177871,2012-11-18,t,8e Arrondissement,45.73096,4.86915,Entire home/apt,2,1.0,70.0,2,150,298,6,2024-09-08,4.92,licensed,1.0,41
795316,1271050,2011-10-10,f,3e Arrondissement,45.76224,4.86281,Entire home/apt,2,1.0,68.0,1,150,1,4,2024-09-04,4.81,licensed,0.0,35
795536,4190603,2012-11-19,f,7e Arrondissement,45.75298,4.84133,Entire home/apt,2,1.0,92.0,4,15,48,16,2024-09-07,4.7,licensed,1.0,33
799734,3395672,2012-08-28,f,1er Arrondissement,45.77286,4.83128,Entire home/apt,8,2.0,140.0,2,1125,0,0,2023-08-14,4.75,licensed,4.0,62
809514,4258974,2012-11-27,t,4e Arrondissement,45.77486,4.83469,Entire home/apt,3,1.0,70.0,2,10,293,24,2024-08-18,4.8,licensed,1.0,13
815342,4283369,2012-11-29,f,1er Arrondissement,45.76792,4.82914,Entire home/apt,2,1.0,69.0,3,120,227,30,2024-07-30,4.39,licensed,1.0,28
822891,4156965,2012-11-15,f,3e Arrondissement,45.76289,4.85319,Entire home/apt,4,1.0,60.0,28,1124,214,3,2023-11-09,4.74,licensed,1.0,29
1310835,7124610,2013-06-26,t,3e Arrondissement,45.76188278198242,4.849833011627197,Entire home/apt,2,1.0,79.0,3,1125,243,7,2024-06-24,4.86,licensed,1.0,43
1329229,7212199,2013-07-01,f,5e Arrondissement,45.76037,4.82485,Entire home/apt,8,2.0,293.0,2,1125,305,19,2024-09-03,4.79,licensed,3.0,60
1330214,7216477,2013-07-01,t,8e Arrondissement,45.74075,4.86306,Entire home/apt,2,1.0,82.0,3,300,102,19,2024-08-05,4.79,licensed,1.0,45
1372080,7438280,2013-07-12,t,7e Arrondissement,45.73983,4.85174,Entire home/apt,2,1.0,64.0,3,14,344,0,2022-12-12,4.61,licensed,0.0,36
1377016,3670240,2012-09-25,f,6e Arrondissement,45.76947,4.8627,Entire home/apt,4,1.0,92.0,2,1125,307,19,2024-08-17,4.68,licensed,1.0,27
1378174,7465441,2013-07-13,f,3e Arrondissement,45.75284,4.85566,Entire home/apt,6,1.0,160.0,3,1125,0,0,2019-12-08,4.56,licensed,2.0,52
1383614,7438280,2013-07-12,t,7e Arrondissement,45.73983,4.85174,Entire home/apt,2,1.0,63.0,4,12,168,7,2024-06-23,4.7,licensed,1.0,34
1410219,5551686,2013-03-20,f,7e Arrondissement,45.75598,4.8407,Entire home/apt,6,2.0,159.0,4,20,0,0,2023-08-15,4.64,licensed,3.0,57
1421295,7651159,2013-07-22,f,7e Arrondissement,45.75325,4.84327,Entire home/apt,4,1.0,58.0,5,180,249,0,2022-12-21,4.39,licensed,1.0,10
1465097,7848775,2013-07-31,t,1er Arrondissement,45.76751,4.83323,Entire home/apt,2,1.0,75.0,365,365,278,41,2024-09-02,4.89,licensed,1.0,19
1478962,7914041,2013-08-03,f,5e Arrondissement,45.757275,4.809105,Private room,2,1.0,30.0,1,1125,0,56,2024-09-10,4.89,Unlicensed,1.0,59
1497267,3038226,2012-07-24,t,1er Arrondissement,45.76783,4.83317,Entire home/apt,2,1.0,66.0,4,1000,0,1,2024-06-13,4.7,licensed,0.0,29
1497665,3038226,2012-07-24,t,1er Arrondissement,45.76916,4.83597,Entire home/apt,3,1.0,75.0,200,1125,297,1,2023-10-08,4.68,licensed,2.0,27
1504801,8040128,2013-08-09,t,4e Arrondissement,45.77903,4.83505,Private room,2,1.0,45.0,2,1125,0,46,2024-09-09,4.79,Unlicensed,1.0,5
1519096,5362527,2013-03-07,f,1er Arrondissement,45.77039,4.82874,Entire home/apt,2,1.0,90.0,2,1125,57,1,2024-08-31,5.0,licensed,1.0,25
1549249,8175517,2013-08-15,f,1er Arrondissement,45.76912,4.83291,Entire home/apt,2,1.0,59.0,365,1125,0,0,2019-12-09,4.49,Unlicensed,1.0,6
1595125,8507001,2013-08-29,f,1er Arrondissement,45.76601,4.83299,Entire home/apt,4,1.0,70.0,365,1125,165,0,2019-11-24,4.49,Unlicensed,1.0,19
1626767,8647958,2013-09-05,t,1er Arrondissement,45.7723,4.83474,Entire home/apt,2,1.0,80.0,21,300,255,5,2024-08-01,4.76,licensed,1.0,44
1643219,8507001,2013-08-29,f,1er Arrondissement,45.76601,4.83299,Shared room,1,1.0,27.0,3,7,159,0,2020-03-02,4.65,Unlicensed,1.0,12
1651110,7069472,2013-06-23,f,3e Arrondissement,45.74947,4.88866,Private room,2,1.0,45.0,2,8,0,0,2017-02-27,4.94,Unlicensed,3.0,17
1654767,7263309,2013-07-03,f,4e Arrondissement,45.77497,4.83743,Entire home/apt,4,2.0,160.0,2,1125,0,3,2024-06-03,4.79,licensed,2.0,18
1663901,8814446,2013-09-13,f,7e Arrondissement,45.74863,4.84389,Entire home/apt,4,1.0,70.0,365,1125,0,0,2019-07-08,5.0,Unlicensed,2.0,15
1666604,7214212,2013-07-01,f,3e Arrondissement,45.76257,4.85227,Entire home/apt,2,1.0,75.0,2,15,0,0,2020-10-22,4.87,licensed,1.0,21
1674703,8647605,2013-09-05,f,5e Arrondissement,45.76055,4.82839,Entire home/apt,2,1.0,76.0,2,1125,160,91,2024-08-31,4.8,licensed,1.0,20
1713257,9036002,2013-09-24,f,1er Arrondissement,45.77208,4.83472,Entire home/apt,6,1.0,99.0,2,1125,353,11,2024-07-29,4.67,licensed,2.0,46
1731116,8977239,2013-09-21,f,7e Arrondissement,45.7401912,4.8383463,Private room,2,1.0,52.0,3,7,153,3,2024-07-08,5.0,Unlicensed,1.0,32
1733448,9132461,2013-09-30,f,2e Arrondissement,45.75161,4.82727,Private room,2,1.0,40.0,1,2,46,0,2020-01-17,4.45,Unlicensed,1.0,12
1736079,9143136,2013-09-30,t,5e Arrondissement,45.76401,4.8282,Entire home/apt,4,1.0,76.0,4,365,199,14,2024-08-11,4.85,licensed,1.0,37
1741071,3881722,2012-10-15,t,6e Arrondissement,45.76578521728516,4.854788780212402,Entire home/apt,2,1.0,68.0,365,365,314,86,2024-09-12,4.74,licensed,0.0,42
1750754,6861190,2013-06-11,f,1er Arrondissement,45.76839,4.8333,Entire home/apt,2,1.0,100.0,2,5,73,1,2023-12-10,4.93,licensed,1.0,28
1751911,7068319,2013-06-23,f,5e Arrondissement,45.76245,4.82672,Entire home/apt,2,1.0,80.0,2,30,78,13,2024-08-13,4.41,licensed,1.0,33
1789544,9390086,2013-10-12,f,9e Arrondissement,45.78123,4.79604,Entire home/apt,4,1.0,77.0,120,730,255,0,2023-04-06,4.59,Mobility lease only,2.0,59
1800153,9439068,2013-10-15,t,1er Arrondissement,45.76859,4.82677,Entire home/apt,4,2.0,200.0,2,60,12,9,2024-08-16,4.85,licensed,3.0,43
1813360,4156965,2012-11-15,f,6e Arrondissement,45.7662,4.86629,Entire home/apt,4,1.0,62.0,28,1124,228,0,2023-08-25,4.41,licensed,1.0,32
1815981,9344721,2013-10-10,t,2e Arrondissement,45.76414,4.83648,Entire home/apt,2,1.0,60.0,5,1125,228,19,2024-09-05,4.57,licensed,1.0,43
1824688,9550296,2013-10-21,f,4e Arrondissement,45.77646,4.82447,Entire home/apt,2,1.0,30.0,365,1125,0,0,2016-06-20,4.67,Unlicensed,2.0,8
1832285,9582479,2013-10-22,t,5e Arrondissement,45.75784,4.81347,Entire home/apt,2,1.0,57.0,2,14,261,84,2024-09-08,4.81,licensed,0.0,44
1832375,4838608,2013-01-25,f,2e Arrondissement,45.75222,4.8241,Entire home/apt,8,2.0,110.0,365,1125,173,0,2020-12-26,5.0,Unlicensed,3.0,11
1846986,5931758,2013-04-15,t,1er Arrondissement,45.7675937,4.836945300000001,Entire home/apt,2,1.0,51.0,30,1125,0,4,2024-08-15,4.7,Mobility lease only,1.0,21
1848728,4156965,2012-11-15,f,6e Arrondissement,45.76558,4.86707,Entire home/apt,3,1.0,57.0,28,1124,210,0,2023-04-07,4.67,licensed,0.0,27
1849235,2420962,2012-05-20,f,1er Arrondissement,45.7714,4.82819,Entire home/apt,4,1.0,100.0,3,3,0,1,2023-12-09,5.0,licensed,1.0,28
1852269,9672843,2013-10-28,f,5e Arrondissement,45.76232,4.82911,Entire home/apt,2,1.0,115.0,2,10,348,1,2023-12-10,4.88,licensed,1.0,24
1859928,9703110,2013-10-29,f,4e Arrondissement,45.77635,4.83316,Private room,2,1.0,43.0,3,730,340,43,2024-06-19,4.71,Unlicensed,1.0,23
1866856,9732751,2013-10-31,f,7e Arrondissement,45.75118,4.83896,Entire home/apt,4,1.0,60.0,1,60,0,25,2024-08-16,4.7,licensed,2.0,27
1870851,9750168,2013-11-01,f,1er Arrondissement,45.77237,4.83507,Entire home/apt,2,1.0,150.0,365,1125,0,0,2017-12-10,5.0,Unlicensed,1.0,7
1871596,9753312,2013-11-01,f,4e Arrondissement,45.77439,4.82882,Entire home/apt,4,1.0,200.0,365,1125,0,0,2014-12-07,5.0,Unlicensed,1.0,7
1875470,4607325,2013-01-06,f,1er Arrondissement,45.76656,4.83961,Entire home/apt,2,1.0,82.0,2,1125,89,5,2023-10-08,4.89,licensed,1.0,24
1878564,9782560,2013-11-03,f,1er Arrondissement,45.76984,4.82748,Entire home/apt,7,2.0,125.0,1,1125,238,0,2021-12-12,5.0,licensed,4.0,17
1878800,6177101,2013-05-01,f,1er Arrondissement,45.76995,4.83781,Entire home/apt,6,1.0,240.0,365,1125,365,0,2019-12-08,4.67,Unlicensed,2.0,8
1880785,9791883,2013-11-03,f,1er Arrondissement,45.76941,4.82713,Entire home/apt,4,1.0,60.0,365,1125,0,0,2017-06-18,4.6,Unlicensed,1.0,11
1885147,5931758,2013-04-15,t,1er Arrondissement,45.7675937,4.836945300000001,Entire home/apt,2,1.0,51.0,30,1125,0,0,2021-12-20,4.67,Mobility lease only,1.0,21
1917488,9942321,2013-11-11,f,2e Arrondissement,45.75629,4.83064,Entire home/apt,4,1.0,150.0,2,2,0,0,2022-12-11,4.5,licensed,1.0,18
1917560,5707606,2013-03-31,f,2e Arrondissement,45.75734,4.83178,Entire home/apt,4,1.0,110.0,2,360,140,48,2024-09-11,4.87,licensed,2.0,27
1926730,9981138,2013-11-13,f,2e Arrondissement,45.75661,4.82808,Entire home/apt,6,2.0,360.0,2,1125,76,2,2024-09-07,5.0,licensed,4.0,10
1927965,9920764,2013-11-10,f,5e Arrondissement,45.76645,4.82645,Entire home/apt,4,1.0,100.0,365,1125,0,0,2019-12-07,4.79,Unlicensed,2.0,20
1927981,4156965,2012-11-15,f,6e Arrondissement,45.76558,4.86707,Entire home/apt,2,1.0,49.0,28,1124,0,0,2021-01-17,4.63,licensed,1.0,27
1933392,9659907,2013-10-27,t,7e Arrondissement,45.75409,4.83912,Private room,2,1.0,62.0,1,30,316,86,2024-09-11,4.84,Unlicensed,1.0,27
1933792,10008593,2013-11-14,t,3e Arrondissement,45.76222,4.84775,Entire home/apt,6,3.0,300.0,2,5,165,11,2024-08-06,4.88,licensed,3.0,35
1935365,10014536,2013-11-14,f,1er Arrondissement,45.76624,4.83197,Private room,2,1.0,78.0,1,1125,0,0,2013-12-10,5.0,Unlicensed,1.0,9
1938959,10030582,2013-11-15,t,2e Arrondissement,45.75874,4.83591,Entire home/apt,6,1.0,90.0,2,90,136,50,2024-09-08,4.81,licensed,2.0,26
1942472,9985085,2013-11-13,f,7e Arrondissement,45.73964,4.82683,Entire home/apt,4,1.0,60.0,365,900,89,0,2021-09-24,4.65,Unlicensed,2.0,23
1944655,10058451,2013-11-16,f,3e Arrondissement,45.75285,4.87108,Private room,2,1.0,30.0,2,1125,0,0,2015-09-11,4.53,Unlicensed,1.0,11
1947637,10072333,2013-11-17,f,1er Arrondissement,45.77168,4.83494,Entire home/apt,4,1.0,80.0,2,1125,0,0,2018-07-17,4.55,licensed,1.0,22
1949220,9032736,2013-09-24,f,4e Arrondissement,45.77589,4.83494,Entire home/apt,5,1.0,110.0,2,6,19,14,2024-07-07,4.58,licensed,3.0,46
1953871,8826693,2013-09-14,f,2e Arrondissement,45.75118,4.83037,Entire home/apt,4,1.0,90.0,365,1125,0,0,2017-10-22,4.93,Unlicensed,2.0,25
1958078,10120015,2013-11-19,t,2e Arrondissement,45.75937,4.83016,Entire home/apt,4,1.0,100.0,2,1125,274,12,2024-09-12,4.67,licensed,1.0,22
1958363,6183392,2013-05-01,f,2e Arrondissement,45.762691497802734,4.832712173461914,Entire home/apt,6,1.0,154.0,3,365,338,3,2024-04-01,4.36,licensed,2.0,39
1958504,1760477,2012-02-16,t,1er Arrondissement,45.77138,4.83657,Private room,2,1.0,41.0,3,30,155,25,2024-08-17,4.73,Unlicensed,1.0,36
1977980,10209433,2013-11-23,f,1er Arrondissement,45.76937,4.83552,Entire home/apt,3,1.0,55.0,365,1125,0,0,2018-09-12,4.82,Unlicensed,2.0,28
1983195,10232768,2013-11-24,t,9e Arrondissement,45.79966,4.82988,Entire home/apt,5,1.0,70.0,2,30,166,18,2024-07-07,4.92,licensed,2.0,58
2000033,10296185,2013-11-27,t,7e Arrondissement,45.7506,4.8424,Entire home/apt,4,1.0,90.0,32,1125,171,5,2024-08-08,4.55,Mobility lease only,1.0,27
2005196,2540768,2012-06-04,t,5e Arrondissement,45.7669,4.82324,Entire home/apt,2,1.0,69.0,4,30,2,20,2024-08-31,4.94,licensed,1.0,37
2009217,10340347,2013-11-30,f,5e Arrondissement,45.76384,4.82775,Entire home/apt,2,1.0,70.0,365,1125,0,0,2013-12-09,5.0,Unlicensed,1.0,5
2009278,10340667,2013-11-30,f,1er Arrondissement,45.76888,4.83407,Private room,2,1.0,50.0,2,1125,321,5,2024-07-08,4.82,Unlicensed,1.0,13
2009737,5931758,2013-04-15,t,1er Arrondissement,45.7735774,4.8278441,Entire home/apt,2,1.0,95.0,365,1125,41,0,2022-08-03,4.73,licensed,1.0,20
2013519,7995669,2013-08-07,f,7e Arrondissement,45.75384,4.83834,Entire home/apt,4,1.0,120.0,2,15,360,6,2024-08-05,4.76,licensed,1.0,35
2017746,10114815,2013-11-19,t,4e Arrondissement,45.77445,4.83912,Entire home/apt,3,1.0,80.0,7,1125,185,4,2024-03-31,4.79,licensed,2.0,8
2018729,10380080,2013-12-02,f,1er Arrondissement,45.76948,4.82507,Entire home/apt,8,2.0,500.0,2,1125,0,0,2017-01-26,4.88,licensed,4.0,13
2020878,10346274,2013-11-30,f,6e Arrondissement,45.76625,4.85209,Private room,2,1.0,45.0,1,7,167,2,2024-01-31,4.6,Unlicensed,1.0,26
2023674,10399593,2013-12-03,f,9e Arrondissement,45.77378,4.80416,Entire home/apt,2,1.0,77.0,4,28,97,3,2024-03-29,4.86,licensed,1.0,39
2055514,7212199,2013-07-01,f,5e Arrondissement,45.75901,4.82386,Entire home/apt,4,1.0,79.0,2,300,300,29,2024-08-29,4.67,licensed,1.0,33
2134046,10889282,2013-12-29,f,9e Arrondissement,45.77332,4.80863,Private room,5,1.0,40.0,1,58,0,0,2016-01-29,4.11,Unlicensed,2.0,30
2152784,10987350,2014-01-03,t,3e Arrondissement,45.75143,4.88444,Entire home/apt,4,1.0,79.0,365,1125,314,25,2024-09-08,4.87,licensed,1.0,55
2174179,11090776,2014-01-07,f,2e Arrondissement,45.76243209838867,4.835185050964356,Entire home/apt,4,2.0,100.0,365,365,179,1,2024-02-29,4.8,Unlicensed,3.0,37
2202777,3945197,2012-10-22,t,1er Arrondissement,45.76494,4.83311,Entire home/apt,4,1.0,160.0,2,1125,173,14,2024-08-25,4.8,licensed,2.0,34
2208241,11263808,2014-01-13,f,7e Arrondissement,45.74982,4.84152,Entire home/apt,2,1.0,273.0,365,1125,362,0,2017-02-10,4.88,Unlicensed,1.0,11
2216501,11306631,2014-01-14,f,7e Arrondissement,45.74844,4.84519,Entire home/apt,4,1.0,95.0,365,1125,225,0,2018-04-03,5.0,Unlicensed,1.0,20
2276120,11621936,2014-01-25,t,4e Arrondissement,45.78076,4.8292,Private room,6,1.0,100.0,1,1125,0,8,2024-09-12,4.88,Unlicensed,2.0,49
2302128,10986983,2014-01-03,f,8e Arrondissement,45.73998,4.87827,Entire home/apt,3,1.0,58.0,1,6,0,0,2023-06-02,4.9,licensed,1.0,37
2309213,11411984,2014-01-18,f,5e Arrondissement,45.76311,4.8276,Private room,2,1.0,91.0,2,1125,9,2,2024-06-04,4.94,licensed,1.0,39
2383043,8131697,2013-08-13,f,2e Arrondissement,45.74337,4.8206,Entire home/apt,4,1.0,100.0,4,356,277,12,2024-07-14,4.73,licensed,2.0,29
2391835,5741457,2013-04-02,t,2e Arrondissement,45.74967,4.82316,Entire home/apt,4,1.0,120.0,1,1125,134,13,2024-06-05,4.68,licensed,1.0,52
2391982,402191311,2021-05-18,f,5e Arrondissement,45.76341,4.82828,Entire home/apt,4,2.0,110.0,2,1125,303,27,2024-09-11,4.79,licensed,1.0,51
2397505,9798913,2013-11-04,f,1er Arrondissement,45.77233,4.83025,Entire home/apt,3,1.0,100.0,2,7,85,6,2024-06-04,5.0,licensed,2.0,38
2400825,7068319,2013-06-23,f,5e Arrondissement,45.76242,4.8287,Entire home/apt,2,1.0,86.0,2,60,52,10,2024-06-16,4.41,licensed,1.0,23
2401797,9609751,2013-10-24,f,4e Arrondissement,45.77748352886906,4.828956631052752,Private room,6,1.0,40.0,1,365,162,44,2024-09-09,4.82,Unlicensed,1.0,62
2415502,5720068,2013-04-01,f,1er Arrondissement,45.77157,4.8274,Entire home/apt,2,1.0,55.0,365,365,179,0,2020-01-02,4.55,Unlicensed,1.0,17
2427874,4156965,2012-11-15,f,6e Arrondissement,45.76659,4.86755,Entire home/apt,4,1.0,50.0,28,1124,169,3,2024-07-12,4.42,licensed,1.0,27
2446767,12511374,2014-02-23,t,5e Arrondissement,45.76063919067383,4.819643020629883,Entire home/apt,3,1.0,83.0,4,120,331,18,2024-08-11,4.76,licensed,1.0,56
2475277,12660907,2014-02-28,t,4e Arrondissement,45.77587,4.83075,Entire home/apt,3,1.0,69.0,3,1125,306,17,2024-08-18,4.94,licensed,0.0,35
2562218,5916662,2013-04-14,t,3e Arrondissement,45.7499,4.884,Private room,1,1.0,40.0,2,1125,307,19,2024-09-06,4.81,Unlicensed,1.0,19
2574267,8994443,2013-09-22,t,1er Arrondissement,45.7687,4.83464,Entire home/apt,2,1.0,60.0,10,1125,337,6,2024-07-04,4.67,licensed,0.0,14
2590016,3670240,2012-09-25,f,1er Arrondissement,45.76996,4.8258,Entire home/apt,2,1.0,75.0,30,365,268,4,2024-07-12,4.7,Mobility lease only,1.0,25
2598292,5117719,2013-02-17,f,3e Arrondissement,45.75502,4.8576,Entire home/apt,4,1.0,75.0,7,1125,341,0,2021-05-25,4.62,licensed,1.0,26
2602298,13328359,2014-03-20,f,1er Arrondissement,45.76579,4.83086,Entire home/apt,2,1.0,80.0,365,1125,249,0,2021-02-21,4.4,Unlicensed,1.0,14
2604316,13194801,2014-03-16,f,4e Arrondissement,45.77404,4.82609,Entire home/apt,2,1.0,45.0,365,1125,0,0,2017-05-08,4.55,Unlicensed,1.0,6
2611038,11200925,2014-01-11,f,6e Arrondissement,45.76753,4.84863,Entire home/apt,4,1.0,85.0,3,1125,88,17,2024-07-27,4.69,licensed,1.0,20
